timestamp,cell_id,rrc_attempts,rrc_success,e_rab_attempts,e_rab_success,dl_prb_utilization,dl_throughput_mbps
2025-01-03 22:00:00,CELL_001,105,98,91,88,61.9,21.72
2025-01-03 23:00:00,CELL_001,131,128,114,112,54.93,24.37
2025-01-04 00:00:00,CELL_001,117,116,101,98,80.31,27.95
2025-01-04 01:00:00,CELL_001,127,125,115,112,74.62,34.57
2025-01-04 02:00:00,CELL_001,146,144,124,121,72.1,31.5
2025-01-04 03:00:00,CELL_001,140,137,131,127,72.09,35.61
2025-01-04 04:00:00,CELL_001,140,139,122,119,90.35,35.72
2025-01-04 05:00:00,CELL_001,167,166,149,145,88.17,33.95
2025-01-04 06:00:00,CELL_001,178,176,162,158,79.81,33.18
2025-01-04 07:00:00,CELL_001,119,117,101,98,85.2,35.21
2025-01-04 08:00:00,CELL_001,136,134,118,111,83.08,34.53
2025-01-04 09:00:00,CELL_001,127,126,112,109,90.55,26.41
2025-01-04 10:00:00,CELL_001,124,122,108,105,82.8,31.72
2025-01-04 11:00:00,CELL_001,126,124,118,115,64.25,32.57
2025-01-04 12:00:00,CELL_001,104,103,97,95,68.19,24.75
2025-01-04 13:00:00,CELL_001,106,105,94,92,68.89,27.22
2025-01-04 14:00:00,CELL_001,120,119,106,103,59.96,21.65
2025-01-04 15:00:00,CELL_001,119,118,109,106,56.2,18.33
2025-01-04 16:00:00,CELL_001,89,88,84,82,51.91,21.05
2025-01-04 17:00:00,CELL_001,82,81,74,72,51.71,14.12
2025-01-04 18:00:00,CELL_001,98,97,85,83,50.76,20.34
2025-01-04 19:00:00,CELL_001,101,99,93,90,46.86,20.24
2025-01-04 20:00:00,CELL_001,79,78,74,72,49.44,24.62
2025-01-04 21:00:00,CELL_001,99,97,86,83,54.6,25.26
2025-01-04 22:00:00,CELL_001,107,105,97,94,57.91,27.6
2025-01-04 23:00:00,CELL_001,105,104,99,97,66.44,34.84
2025-01-05 00:00:00,CELL_001,109,107,99,96,71.44,27.48
2025-01-05 01:00:00,CELL_001,135,133,119,115,75.91,27.48
2025-01-05 02:00:00,CELL_001,117,115,105,102,84.18,31.74
2025-01-05 03:00:00,CELL_001,116,114,101,98,89.65,29.92
2025-01-05 04:00:00,CELL_001,134,133,115,112,84.09,32.89
2025-01-05 05:00:00,CELL_001,155,154,134,130,82.67,36.55
2025-01-05 06:00:00,CELL_001,153,151,133,131,91.42,32.44
2025-01-05 07:00:00,CELL_001,160,158,143,140,85.54,36.97
2025-01-05 08:00:00,CELL_001,122,120,105,102,97.66,34.05
2025-01-05 09:00:00,CELL_001,141,139,121,118,86.46,35.02
2025-01-05 10:00:00,CELL_001,136,135,116,113,86.56,32.42
2025-01-05 11:00:00,CELL_001,134,132,127,122,77.88,26.08
2025-01-05 12:00:00,CELL_001,140,139,130,126,70.71,24.43
2025-01-05 13:00:00,CELL_001,110,108,104,101,63.2,24.99
2025-01-05 14:00:00,CELL_001,111,109,97,95,61.76,24.71
2025-01-05 15:00:00,CELL_001,97,96,89,87,53.68,20.17
2025-01-05 16:00:00,CELL_001,111,110,98,95,52.46,20.7
2025-01-05 17:00:00,CELL_001,84,83,74,72,53.1,18.36
2025-01-05 18:00:00,CELL_001,89,88,78,76,43.93,19.36
2025-01-05 19:00:00,CELL_001,80,79,70,68,39.21,18.39
2025-01-05 20:00:00,CELL_001,89,88,81,79,54.28,18.72
2025-01-05 21:00:00,CELL_001,109,108,97,95,58.68,21.92
2025-01-05 22:00:00,CELL_001,89,88,83,80,58.52,23.65
2025-01-05 23:00:00,CELL_001,90,89,78,76,63.84,29.67
2025-01-06 00:00:00,CELL_001,136,134,117,113,69.66,26.84
2025-01-06 01:00:00,CELL_001,125,123,118,115,72.56,33.87
2025-01-06 02:00:00,CELL_001,135,133,125,122,72.84,33.51
2025-01-06 03:00:00,CELL_001,136,135,122,119,84.58,37.99
2025-01-06 04:00:00,CELL_001,165,163,145,141,82.76,36.66
2025-01-06 05:00:00,CELL_001,142,141,126,123,89.15,35.69
2025-01-06 06:00:00,CELL_001,173,171,149,137,89.89,35.11
2025-01-06 07:00:00,CELL_001,181,179,156,151,86.92,39.53
2025-01-06 08:00:00,CELL_001,170,168,148,144,76.65,28.56
2025-01-06 09:00:00,CELL_001,145,143,124,120,85.83,36.14
2025-01-06 10:00:00,CELL_001,129,127,115,112,73.47,27.99
2025-01-06 11:00:00,CELL_001,125,123,115,111,73.43,28.47
2025-01-06 12:00:00,CELL_001,91,89,79,77,70.79,28.53
2025-01-06 13:00:00,CELL_001,90,85,81,79,66.44,27.14
2025-01-06 14:00:00,CELL_001,124,122,111,108,53.4,20.54
2025-01-06 15:00:00,CELL_001,78,77,67,65,51.82,19.48
2025-01-06 16:00:00,CELL_001,123,122,107,104,38.59,16.17
2025-01-06 17:00:00,CELL_001,51,50,43,41,53.66,16.78
2025-01-06 18:00:00,CELL_001,94,93,88,86,43.12,19.46
2025-01-06 19:00:00,CELL_001,73,72,62,60,44.75,24.54
2025-01-06 20:00:00,CELL_001,104,102,94,91,56.69,24.86
2025-01-06 21:00:00,CELL_001,99,97,89,87,52.78,24.61
2025-01-06 22:00:00,CELL_001,113,111,102,99,62.79,25.1
2025-01-06 23:00:00,CELL_001,132,126,117,113,66.43,24.65
2025-01-07 00:00:00,CELL_001,87,86,78,76,69.93,33.44
2025-01-07 01:00:00,CELL_001,131,129,113,109,67.61,27.58
2025-01-07 02:00:00,CELL_001,123,121,115,112,68.16,28.56
2025-01-07 03:00:00,CELL_001,103,101,91,89,87.74,38.76
2025-01-07 04:00:00,CELL_001,156,155,139,135,80.44,35.25
2025-01-07 05:00:00,CELL_001,159,157,138,135,94.73,36.19
2025-01-07 06:00:00,CELL_001,183,181,157,155,93.21,36.98
2025-01-07 07:00:00,CELL_001,139,137,131,127,89.09,37.07
2025-01-07 08:00:00,CELL_001,156,154,145,141,86.98,33.43
2025-01-07 09:00:00,CELL_001,119,117,104,101,91.14,36.13
2025-01-07 10:00:00,CELL_001,150,147,140,136,81.44,32.42
2025-01-07 11:00:00,CELL_001,147,145,132,128,81.73,26.3
2025-01-07 12:00:00,CELL_001,106,105,99,96,79.36,29.24
2025-01-07 13:00:00,CELL_001,119,118,112,109,61.71,27.39
2025-01-07 14:00:00,CELL_001,111,110,101,98,65.85,27.42
2025-01-07 15:00:00,CELL_001,127,126,113,110,57.14,25.82
2025-01-07 16:00:00,CELL_001,75,74,67,65,47.21,17.7
2025-01-07 17:00:00,CELL_001,88,87,79,76,46.43,20.57
2025-01-07 18:00:00,CELL_001,105,104,95,93,46.07,18.23
2025-01-07 19:00:00,CELL_001,83,82,77,75,58.68,20.56
2025-01-07 20:00:00,CELL_001,77,76,68,66,45.05,16.03
2025-01-07 21:00:00,CELL_001,96,95,83,80,65.67,17.24
2025-01-07 22:00:00,CELL_001,127,126,111,108,55.5,25.95
2025-01-07 23:00:00,CELL_001,115,113,100,97,62.84,21.99
2025-01-08 00:00:00,CELL_001,102,100,95,92,71.7,26.8
2025-01-08 01:00:00,CELL_001,97,96,89,86,79.97,23.57
2025-01-08 02:00:00,CELL_001,141,140,132,128,66.81,30.85
2025-01-08 03:00:00,CELL_001,139,138,124,121,87.69,34.18
2025-01-08 04:00:00,CELL_001,133,131,114,111,95.83,33.78
2025-01-08 05:00:00,CELL_001,158,157,138,134,93.11,36.57
2025-01-08 06:00:00,CELL_001,145,143,137,133,94.92,38.09
2025-01-08 07:00:00,CELL_001,148,146,127,123,84.53,35.87
2025-01-08 08:00:00,CELL_001,127,125,111,108,81.94,34.65
2025-01-08 09:00:00,CELL_001,112,111,95,92,84.31,28.39
2025-01-08 10:00:00,CELL_001,152,150,132,128,76.91,32.68
2025-01-08 11:00:00,CELL_001,134,133,126,122,81.81,25.3
2025-01-08 12:00:00,CELL_001,140,138,123,120,68.79,27.31
2025-01-08 13:00:00,CELL_001,100,99,89,86,67.5,25.44
2025-01-08 14:00:00,CELL_001,119,118,112,108,64.93,19.66
2025-01-08 15:00:00,CELL_001,96,95,82,80,55.23,21.0
2025-01-08 16:00:00,CELL_001,96,94,88,86,51.26,23.82
2025-01-08 17:00:00,CELL_001,74,73,69,67,41.92,20.65
2025-01-08 18:00:00,CELL_001,95,94,89,86,54.99,17.12
2025-01-08 19:00:00,CELL_001,85,84,74,72,52.0,18.8
2025-01-08 20:00:00,CELL_001,103,101,94,91,49.16,23.99
2025-01-08 21:00:00,CELL_001,104,103,97,94,47.33,17.47
2025-01-08 22:00:00,CELL_001,104,103,90,87,60.56,19.94
2025-01-08 23:00:00,CELL_001,112,111,103,101,69.74,24.81
2025-01-09 00:00:00,CELL_001,85,84,77,74,67.41,29.25
2025-01-09 01:00:00,CELL_001,145,143,124,122,70.79,27.98
2025-01-09 02:00:00,CELL_001,138,136,129,125,85.13,27.44
2025-01-09 03:00:00,CELL_001,133,131,116,114,88.27,30.93
2025-01-09 04:00:00,CELL_001,155,153,136,132,85.42,37.86
2025-01-09 05:00:00,CELL_001,180,177,163,159,87.2,32.21
2025-01-09 06:00:00,CELL_001,153,151,131,127,89.51,34.31
2025-01-09 07:00:00,CELL_001,135,134,121,118,84.74,39.77
2025-01-09 08:00:00,CELL_001,152,150,136,133,80.29,35.47
2025-01-09 09:00:00,CELL_001,120,118,102,99,83.27,32.81
2025-01-09 10:00:00,CELL_001,131,129,119,116,70.95,32.98
2025-01-09 11:00:00,CELL_001,129,127,120,116,76.34,28.18
2025-01-09 12:00:00,CELL_001,133,131,120,116,73.27,24.8
2025-01-09 13:00:00,CELL_001,123,121,116,113,59.03,26.55
2025-01-09 14:00:00,CELL_001,103,101,94,92,59.6,25.96
2025-01-09 15:00:00,CELL_001,74,73,64,62,51.98,22.31
2025-01-09 16:00:00,CELL_001,98,96,83,81,44.87,22.27
2025-01-09 17:00:00,CELL_001,106,105,98,95,47.9,20.19
2025-01-09 18:00:00,CELL_001,75,74,69,67,58.08,23.48
2025-01-09 19:00:00,CELL_001,96,94,84,82,44.43,20.08
2025-01-09 20:00:00,CELL_001,96,94,82,79,48.94,15.65
2025-01-09 21:00:00,CELL_001,87,86,81,79,58.29,18.13
2025-01-09 22:00:00,CELL_001,104,103,98,95,44.96,26.89
2025-01-09 23:00:00,CELL_001,101,99,91,88,55.0,28.69
2025-01-10 00:00:00,CELL_001,102,100,96,94,68.03,24.84
2025-01-10 01:00:00,CELL_001,109,107,102,99,69.12,29.85
2025-01-10 02:00:00,CELL_001,105,103,90,87,90.56,31.72
2025-01-10 03:00:00,CELL_001,118,116,110,107,83.48,31.5
2025-01-10 04:00:00,CELL_001,141,139,121,117,87.81,33.27
2025-01-10 05:00:00,CELL_001,151,149,132,129,80.88,36.04
2025-01-10 06:00:00,CELL_001,163,161,144,140,89.62,36.26
2025-01-10 07:00:00,CELL_001,142,140,122,119,90.79,36.56
2025-01-10 08:00:00,CELL_001,149,148,140,136,89.51,30.35
2025-01-10 09:00:00,CELL_001,144,143,128,125,88.2,33.22
2025-01-10 10:00:00,CELL_001,140,138,126,123,76.61,31.94
2025-01-10 11:00:00,CELL_001,109,108,97,93,82.03,28.08
2025-01-10 12:00:00,CELL_001,114,113,101,98,71.52,30.2
2025-01-10 13:00:00,CELL_001,139,137,124,120,65.12,21.94
2025-01-10 14:00:00,CELL_001,83,82,71,69,50.49,21.51
2025-01-10 15:00:00,CELL_001,72,71,63,61,60.01,21.52
2025-01-10 16:00:00,CELL_001,85,83,72,69,48.98,16.45
2025-01-10 17:00:00,CELL_001,86,84,76,74,50.54,22.55
2025-01-10 18:00:00,CELL_001,82,81,74,72,49.7,21.66
2025-01-10 19:00:00,CELL_001,96,94,84,81,41.18,17.34
2025-01-10 20:00:00,CELL_001,84,83,78,75,53.8,21.8
2025-01-10 21:00:00,CELL_001,97,96,86,84,59.05,23.28
2025-01-10 22:00:00,CELL_001,89,88,77,75,61.65,26.52
2025-01-10 23:00:00,CELL_001,145,143,134,130,68.84,26.26
2025-01-11 00:00:00,CELL_001,118,117,111,108,65.34,30.24
2025-01-11 01:00:00,CELL_001,131,130,114,110,78.49,30.56
2025-01-11 02:00:00,CELL_001,148,146,132,128,87.06,33.45
2025-01-11 03:00:00,CELL_001,164,161,141,137,79.52,32.35
2025-01-11 04:00:00,CELL_001,156,154,136,133,98.86,35.27
2025-01-11 05:00:00,CELL_001,139,137,128,124,93.1,37.56
2025-01-11 06:00:00,CELL_001,141,139,123,119,89.99,33.22
2025-01-11 07:00:00,CELL_001,152,150,134,131,92.54,37.22
2025-01-11 08:00:00,CELL_001,163,162,154,151,88.31,34.27
2025-01-11 09:00:00,CELL_001,123,121,112,109,86.08,33.71
2025-01-11 10:00:00,CELL_001,170,168,155,150,75.94,28.42
2025-01-11 11:00:00,CELL_001,127,125,110,107,80.2,31.04
2025-01-11 12:00:00,CELL_001,96,95,82,80,73.43,20.29
2025-01-11 13:00:00,CELL_001,92,91,82,80,60.69,25.72
2025-01-11 14:00:00,CELL_001,109,108,95,92,61.63,20.05
2025-01-11 15:00:00,CELL_001,108,105,94,91,45.27,25.32
2025-01-11 16:00:00,CELL_001,105,104,90,88,56.71,15.57
2025-01-11 17:00:00,CELL_001,102,100,94,92,46.0,17.96
2025-01-11 18:00:00,CELL_001,76,74,71,69,58.71,19.24
2025-01-11 19:00:00,CELL_001,89,88,83,81,51.58,18.62
2025-01-11 20:00:00,CELL_001,122,120,110,108,39.93,21.86
2025-01-11 21:00:00,CELL_001,116,115,100,97,55.02,20.14
2025-01-11 22:00:00,CELL_001,143,142,122,119,49.27,22.75
2025-01-11 23:00:00,CELL_001,96,94,84,82,67.72,25.19
2025-01-12 00:00:00,CELL_001,102,101,89,87,77.9,24.44
2025-01-12 01:00:00,CELL_001,136,135,122,119,79.43,26.26
2025-01-12 02:00:00,CELL_001,136,134,116,112,80.77,31.29
2025-01-12 03:00:00,CELL_001,157,155,142,139,88.25,36.62
2025-01-12 04:00:00,CELL_001,121,119,104,101,86.04,34.01
2025-01-12 05:00:00,CELL_001,163,161,149,145,93.23,32.79
2025-01-12 06:00:00,CELL_001,160,157,144,140,82.55,31.34
2025-01-12 07:00:00,CELL_001,175,173,159,155,88.95,40.03
2025-01-12 08:00:00,CELL_001,152,151,132,128,80.64,37.64
2025-01-12 09:00:00,CELL_001,146,144,135,131,84.26,33.46
2025-01-12 10:00:00,CELL_001,123,122,107,105,84.4,34.01
2025-01-12 11:00:00,CELL_001,123,121,116,113,72.47,24.04
2025-01-12 12:00:00,CELL_001,101,99,94,91,67.85,31.4
2025-01-12 13:00:00,CELL_001,110,108,103,100,64.79,19.21
2025-01-12 14:00:00,CELL_001,113,112,96,93,59.04,22.98
2025-01-12 15:00:00,CELL_001,107,105,94,92,51.38,24.89
2025-01-12 16:00:00,CELL_001,86,85,81,79,56.89,21.76
2025-01-12 17:00:00,CELL_001,99,98,91,89,58.29,20.13
2025-01-12 18:00:00,CELL_001,85,84,76,74,47.96,24.55
2025-01-12 19:00:00,CELL_001,93,91,79,73,55.16,17.86
2025-01-12 20:00:00,CELL_001,96,95,88,85,47.52,15.44
2025-01-12 21:00:00,CELL_001,104,103,98,95,52.76,20.68
2025-01-12 22:00:00,CELL_001,75,73,68,66,61.49,22.18
2025-01-12 23:00:00,CELL_001,123,122,115,112,73.02,28.7
2025-01-13 00:00:00,CELL_001,123,121,111,108,77.42,27.98
2025-01-13 01:00:00,CELL_001,135,133,120,117,80.33,29.3
2025-01-13 02:00:00,CELL_001,144,142,126,123,76.39,38.03
2025-01-13 03:00:00,CELL_001,156,154,144,141,90.1,31.62
2025-01-13 04:00:00,CELL_001,149,148,132,128,92.39,30.57
2025-01-13 05:00:00,CELL_001,167,165,149,144,95.0,33.07
2025-01-13 06:00:00,CELL_001,145,144,134,131,97.83,40.06
2025-01-13 07:00:00,CELL_001,154,152,138,134,96.39,34.4
2025-01-13 08:00:00,CELL_001,161,159,147,143,95.49,34.09
2025-01-13 09:00:00,CELL_001,137,136,125,121,91.34,30.77
2025-01-13 10:00:00,CELL_001,129,127,109,106,77.06,30.51
2025-01-13 11:00:00,CELL_001,122,115,105,102,82.67,28.17
2025-01-13 12:00:00,CELL_001,116,115,104,101,76.22,26.77
2025-01-13 13:00:00,CELL_001,100,99,87,84,55.06,21.47
2025-01-13 14:00:00,CELL_001,101,100,93,91,61.51,20.73
2025-01-13 15:00:00,CELL_001,77,76,66,64,40.88,22.52
2025-01-13 16:00:00,CELL_001,88,87,75,72,52.43,20.79
2025-01-13 17:00:00,CELL_001,68,67,62,60,47.9,16.77
2025-01-13 18:00:00,CELL_001,111,109,95,92,48.91,18.0
2025-01-13 19:00:00,CELL_001,81,80,76,73,40.87,22.54
2025-01-13 20:00:00,CELL_001,104,102,90,88,43.76,20.65
2025-01-13 21:00:00,CELL_001,76,75,71,69,47.11,20.01
2025-01-13 22:00:00,CELL_001,93,91,86,84,64.38,25.05
2025-01-13 23:00:00,CELL_001,108,107,94,92,59.56,29.82
2025-01-14 00:00:00,CELL_001,127,125,110,107,67.17,26.09
2025-01-14 01:00:00,CELL_001,127,125,119,116,78.29,28.79
2025-01-14 02:00:00,CELL_001,128,127,114,111,81.1,36.73
2025-01-14 03:00:00,CELL_001,149,147,130,126,82.24,33.28
2025-01-14 04:00:00,CELL_001,129,128,116,113,91.63,31.47
2025-01-14 05:00:00,CELL_001,153,152,145,140,95.25,38.3
2025-01-14 06:00:00,CELL_001,163,161,144,140,90.23,38.95
2025-01-14 07:00:00,CELL_001,165,162,149,145,95.23,34.92
2025-01-14 08:00:00,CELL_001,171,162,145,142,83.8,30.16
2025-01-14 09:00:00,CELL_001,133,131,117,113,85.23,34.97
2025-01-14 10:00:00,CELL_001,127,125,109,106,77.87,29.06
2025-01-14 11:00:00,CELL_001,133,132,117,114,78.05,29.99
2025-01-14 12:00:00,CELL_001,115,114,101,98,66.74,25.45
2025-01-14 13:00:00,CELL_001,125,123,109,106,69.72,23.69
2025-01-14 14:00:00,CELL_001,102,101,96,93,68.98,23.32
2025-01-14 15:00:00,CELL_001,99,98,85,83,51.58,22.29
2025-01-14 16:00:00,CELL_001,79,78,73,71,50.29,18.07
2025-01-14 17:00:00,CELL_001,102,100,95,91,47.75,17.23
2025-01-14 18:00:00,CELL_001,102,100,94,91,51.15,21.38
2025-01-14 19:00:00,CELL_001,67,66,59,57,52.41,19.83
2025-01-14 20:00:00,CELL_001,118,116,107,104,43.85,24.54
2025-01-14 21:00:00,CELL_001,125,124,106,103,55.79,22.57
2025-01-14 22:00:00,CELL_001,81,80,72,70,67.27,22.73
2025-01-14 23:00:00,CELL_001,90,89,80,78,71.53,27.23
2025-01-15 00:00:00,CELL_001,119,117,105,102,74.15,26.43
2025-01-15 01:00:00,CELL_001,139,137,128,124,80.79,28.75
2025-01-15 02:00:00,CELL_001,173,171,158,154,77.4,34.72
2025-01-15 03:00:00,CELL_001,114,113,107,104,84.98,35.46
2025-01-15 04:00:00,CELL_001,138,136,127,124,93.71,36.02
2025-01-15 05:00:00,CELL_001,153,151,140,137,87.89,35.99
2025-01-15 06:00:00,CELL_001,163,161,143,140,86.55,35.44
2025-01-15 07:00:00,CELL_001,137,135,122,118,91.35,42.8
2025-01-15 08:00:00,CELL_001,146,144,129,126,92.55,35.19
2025-01-15 09:00:00,CELL_001,157,155,146,142,90.15,31.85
2025-01-15 10:00:00,CELL_001,141,139,120,117,81.33,34.46
2025-01-15 11:00:00,CELL_001,119,117,102,100,72.21,35.6
2025-01-15 12:00:00,CELL_001,104,97,88,86,70.71,23.55
2025-01-15 13:00:00,CELL_001,114,113,97,95,61.28,24.84
2025-01-15 14:00:00,CELL_001,83,82,75,73,62.33,23.19
2025-01-15 15:00:00,CELL_001,83,79,75,73,49.57,25.41
2025-01-15 16:00:00,CELL_001,96,95,87,86,49.86,21.42
2025-01-15 17:00:00,CELL_001,83,82,76,74,49.08,17.66
2025-01-15 18:00:00,CELL_001,124,122,111,108,51.81,21.23
2025-01-15 19:00:00,CELL_001,90,88,81,78,53.19,22.41
2025-01-15 20:00:00,CELL_001,100,99,94,91,46.92,15.81
2025-01-15 21:00:00,CELL_001,103,101,87,84,48.38,17.35
2025-01-15 22:00:00,CELL_001,103,101,97,95,64.67,22.06
2025-01-15 23:00:00,CELL_001,128,127,115,112,66.21,28.37
2025-01-16 00:00:00,CELL_001,120,119,109,106,63.47,31.06
2025-01-16 01:00:00,CELL_001,144,142,136,131,72.53,26.82
2025-01-16 02:00:00,CELL_001,147,145,125,122,78.13,33.19
2025-01-16 03:00:00,CELL_001,156,153,133,130,86.2,34.71
2025-01-16 04:00:00,CELL_001,138,137,125,122,81.22,37.46
2025-01-16 05:00:00,CELL_001,159,158,139,135,84.89,36.38
2025-01-16 06:00:00,CELL_001,148,145,128,125,96.47,34.69
2025-01-16 07:00:00,CELL_001,149,147,128,125,88.35,40.61
2025-01-16 08:00:00,CELL_001,142,140,125,122,86.22,31.48
2025-01-16 09:00:00,CELL_001,149,147,133,129,84.61,31.93
2025-01-16 10:00:00,CELL_001,146,145,130,127,82.98,33.66
2025-01-16 11:00:00,CELL_001,122,121,115,112,79.81,29.08
2025-01-16 12:00:00,CELL_001,137,135,117,114,74.6,28.29
2025-01-16 13:00:00,CELL_001,111,109,103,100,62.62,25.47
2025-01-16 14:00:00,CELL_001,98,96,86,83,67.98,25.67
2025-01-16 15:00:00,CELL_001,91,90,81,79,57.29,24.09
2025-01-16 16:00:00,CELL_001,83,82,78,76,51.57,13.53
2025-01-16 17:00:00,CELL_001,71,70,60,58,50.38,18.72
2025-01-16 18:00:00,CELL_001,61,60,55,53,44.21,18.37
2025-01-16 19:00:00,CELL_001,90,88,80,78,47.25,14.84
2025-01-16 20:00:00,CELL_001,72,71,68,66,47.33,19.53
2025-01-16 21:00:00,CELL_001,87,86,82,79,48.95,23.74
2025-01-16 22:00:00,CELL_001,96,95,88,85,60.19,22.24
2025-01-16 23:00:00,CELL_001,111,110,98,90,69.93,22.37
2025-01-17 00:00:00,CELL_001,125,124,114,112,77.07,26.41
2025-01-17 01:00:00,CELL_001,110,108,95,92,85.4,29.7
2025-01-17 02:00:00,CELL_001,132,130,113,110,80.37,26.81
2025-01-17 03:00:00,CELL_001,174,173,161,156,83.77,35.57
2025-01-17 04:00:00,CELL_001,129,127,113,110,78.77,38.83
2025-01-17 05:00:00,CELL_001,131,130,118,115,79.66,34.72
2025-01-17 06:00:00,CELL_001,156,154,146,143,96.47,37.86
2025-01-17 07:00:00,CELL_001,156,153,134,130,97.55,35.26
2025-01-17 08:00:00,CELL_001,167,165,154,150,82.3,35.05
2025-01-17 09:00:00,CELL_001,142,140,124,120,81.78,36.48
2025-01-17 10:00:00,CELL_001,136,134,128,125,83.84,10.07
2025-01-17 11:00:00,CELL_001,105,104,91,89,74.93,34.25
